DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;40
2018;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PICHINCHA;48
2018;04 Abril;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;20
2018;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;21
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MANABI;20
2018;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;SANTA ELENA;10
2018;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;ZAMORA CHINCHIPE;6
2018;10 Octubre;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;7
2018;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;6
2018;09 Septiembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;22
2018;10 Octubre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;18
2018;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ZAMORA CHINCHIPE;21
2018;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ZAMORA CHINCHIPE;19
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;TUNGURAHUA;53
2018;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;10
2018;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;10
2018;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;19
2018;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";TUNGURAHUA;1
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PASTAZA;13
2018;05 Mayo;P;ENSEÑANZA.;ZAMORA CHINCHIPE;1
2018;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;SANTO DOMINGO DE LOS TSACHILAS;11
2018;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PASTAZA;9
2018;10 Octubre;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;5
2018;08 Agosto;P;ENSEÑANZA.;ORELLANA;6
2018;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;SANTA ELENA;6
2018;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;ZAMORA CHINCHIPE;4
2018;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;GALAPAGOS;26
2018;07 Julio;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;53
2018;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;ZAMORA CHINCHIPE;4
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;4
2018;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;48
2018;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;11
2018;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;3
2018;02 Febrero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;5
2018;02 Febrero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;15
2018;06 Junio;F;CONSTRUCCIÓN.;LOS RIOS;12
2018;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;AZUAY;19
2018;09 Septiembre;P;ENSEÑANZA.;NAPO;4
2018;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;11
2018;01 Enero;P;ENSEÑANZA.;BOLIVAR;11
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;11
2018;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;SUCUMBIOS;8
2018;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PASTAZA;13
2018;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;NAPO;17
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;7
2018;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;5
2018;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";BOLIVAR;45
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;AZUAY;17
2018;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;EL ORO;8
2018;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;14
2018;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PASTAZA;7
2018;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;GALAPAGOS;9
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;NAPO;9
2018;06 Junio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;2
2018;11 Noviembre;P;ENSEÑANZA.;CAÑAR;3
2018;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;CARCHI;3
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ESMERALDAS;8
2018;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;CAÑAR;7
2018;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;LOJA;11
2018;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;NAPO;8
2018;02 Febrero;F;CONSTRUCCIÓN.;CARCHI;4
2018;10 Octubre;P;ENSEÑANZA.;COTOPAXI;11
2018;09 Septiembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;NAPO;86
2018;02 Febrero;F;CONSTRUCCIÓN.;EL ORO;28
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;8
2018;09 Septiembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;TUNGURAHUA;1
2018;01 Enero;F;CONSTRUCCIÓN.;CARCHI;1
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ZAMORA CHINCHIPE;7
2018;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;COTOPAXI;15
2018;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SUCUMBIOS;10
2018;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;11
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;10
2018;07 Julio;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";LOS RIOS;5
2018;09 Septiembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;29
2018;09 Septiembre;P;ENSEÑANZA.;SANTA ELENA;17
2018;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;IMBABURA;1
2018;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SUCUMBIOS;14
2018;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;AZUAY;41
2018;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;6
2018;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTO DOMINGO DE LOS TSACHILAS;13
2018;04 Abril;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;COTOPAXI;1
2018;08 Agosto;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";COTOPAXI;1
2018;12 Diciembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";LOS RIOS;3
2018;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOS RIOS;9
2018;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;12
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;10
2018;06 Junio;F;CONSTRUCCIÓN.;SUCUMBIOS;11
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CAÑAR;11
2018;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ZAMORA CHINCHIPE;2
2018;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MORONA SANTIAGO;4
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;20
2018;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;NAPO;2
2018;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTA ELENA;7
2018;09 Septiembre;P;ENSEÑANZA.;SUCUMBIOS;4
2018;02 Febrero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;PASTAZA;1
2018;07 Julio;P;ENSEÑANZA.;SUCUMBIOS;18
2018;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;11
2018;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;ORELLANA;4
2018;11 Noviembre;P;ENSEÑANZA.;ORELLANA;1
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;2
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;COTOPAXI;40
2018;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;3
2018;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;NAPO;14
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;5
2018;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;IMBABURA;7
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SUCUMBIOS;5
2018;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GALAPAGOS;1
2018;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;EL ORO;4
2018;05 Mayo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;NAPO;3
2018;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ESMERALDAS;3
2018;02 Febrero;F;CONSTRUCCIÓN.;MORONA SANTIAGO;15
2018;10 Octubre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";GUAYAS;5
2018;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;6
2018;05 Mayo;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";SANTO DOMINGO DE LOS TSACHILAS;1
2018;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;11
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;1
2018;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PICHINCHA;5
2018;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;5
2018;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;SUCUMBIOS;18
2018;03 Marzo;F;CONSTRUCCIÓN.;GALAPAGOS;5
2018;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;11
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;5
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;15
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;3
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;EL ORO;6
2018;11 Noviembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;SANTO DOMINGO DE LOS TSACHILAS;1
2018;09 Septiembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PASTAZA;1
2018;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTA ELENA;12
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SUCUMBIOS;2
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;2
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MORONA SANTIAGO;3
2018;03 Marzo;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;EL ORO;1
2018;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;6
2018;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;13
2018;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PASTAZA;1
2018;09 Septiembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;ORELLANA;225
2018;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;2
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;7
2018;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";BOLIVAR;1
2018;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";EL ORO;3
2018;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;COTOPAXI;4
2018;04 Abril;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";GUAYAS;2
2018;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ESMERALDAS;1
2018;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;SUCUMBIOS;2
2018;01 Enero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;ESMERALDAS;2
2018;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;3
2018;01 Enero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";ORELLANA;1
2018;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";NAPO;1
2018;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;IMBABURA;2
2018;12 Diciembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;4
2018;05 Mayo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;6
2018;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;5
2018;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;IMBABURA;2
2018;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;3
2018;08 Agosto;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GALAPAGOS;1
2018;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;2
2018;06 Junio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;LOJA;1
2018;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;3
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTA ELENA;1
2018;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";AZUAY;1
2018;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SUCUMBIOS;6
2018;08 Agosto;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";LOJA;1
2018;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ORELLANA;1
2018;12 Diciembre;P;ENSEÑANZA.;GALAPAGOS;2
2018;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CAÑAR;4
2018;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;BOLIVAR;2
2018;08 Agosto;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;GUAYAS;1
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;2
2018;04 Abril;F;CONSTRUCCIÓN.;SUCUMBIOS;12
2018;06 Junio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;4
2018;05 Mayo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;CHIMBORAZO;1
2018;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;BOLIVAR;1
2018;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PASTAZA;5
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CAÑAR;1
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ORELLANA;2
2018;10 Octubre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;BOLIVAR;3
2018;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;AZUAY;1
2018;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;2
2018;09 Septiembre;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";SANTA ELENA;1
2018;09 Septiembre;P;ENSEÑANZA.;GALAPAGOS;1
2018;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";IMBABURA;1
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ZAMORA CHINCHIPE;1
2018;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;1
2018;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PASTAZA;2
2018;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTA ELENA;1
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;ORELLANA;2
2018;07 Julio;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";GALAPAGOS;2
2018;04 Abril;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;CHIMBORAZO;1
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;MORONA SANTIAGO;1
2018;10 Octubre;V;SIN ACTIVIDAD ECONOMICA - CIIU;ZAMORA CHINCHIPE;2
2018;09 Septiembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;COTOPAXI;734
2018;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;COTOPAXI;2
2018;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOS RIOS;1
2018;11 Noviembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;COTOPAXI;2
2018;12 Diciembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";TUNGURAHUA;1
2018;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;CARCHI;1
2018;08 Agosto;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;EL ORO;2
2018;02 Febrero;V;SIN ACTIVIDAD ECONOMICA - CIIU;CAÑAR;1
2018;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ORELLANA;1
2018;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GALAPAGOS;1
2018;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PASTAZA;1
2018;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;1
2018;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;1
2018;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GALAPAGOS;2
2018;01 Enero;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;GUAYAS;2
2018;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;EL ORO;1
2018;09 Septiembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;LOJA;1
2018;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CARCHI;1
2018;08 Agosto;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";CAÑAR;1
2018;09 Septiembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;MANABI;1871
2018;10 Octubre;J;INFORMACIÓN Y COMUNICACIÓN.;SUCUMBIOS;2
2018;11 Noviembre;L;ACTIVIDADES INMOBILIARIAS.;BOLIVAR;1
2018;08 Agosto;NO TIENE;;;1
2018;11 Noviembre;U;ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES.;AZUAY;1
2018;07 Julio;U;ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES.;ESMERALDAS;1
2018;10 Octubre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;22
2018;10 Octubre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;IMBABURA;1
2018;11 Noviembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;SANTO DOMINGO DE LOS TSACHILAS;1
