DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL 
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;SUCUMBIOS;4
2017;06 Junio;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;6
2017;01 Enero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;ESMERALDAS;1
2017;11 Noviembre;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;8
2017;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;11
2017;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;7
2017;01 Enero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;5
2017;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;4
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;35
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTO DOMINGO DE LOS TSACHILAS;11
2017;05 Mayo;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;7
2017;01 Enero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;TUNGURAHUA;2
2017;01 Enero;P;ENSEÑANZA.;PASTAZA;8
2017;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;2
2017;07 Julio;P;ENSEÑANZA.;NAPO;3
2017;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;TUNGURAHUA;27
2017;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;12
2017;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;ESMERALDAS;10
2017;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;6
2017;05 Mayo;P;ENSEÑANZA.;ESMERALDAS;9
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ESMERALDAS;18
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SUCUMBIOS;10
2017;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;11
2017;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ZAMORA CHINCHIPE;6
2017;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SUCUMBIOS;19
2017;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTO DOMINGO DE LOS TSACHILAS;2
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;BOLIVAR;3
2017;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;3
2017;12 Diciembre;P;ENSEÑANZA.;MORONA SANTIAGO;3
2017;12 Diciembre;P;ENSEÑANZA.;BOLIVAR;1
2017;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;MANABI;18
2017;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;SANTA ELENA;1
2017;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;BOLIVAR;8
2017;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;13
2017;03 Marzo;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";AZUAY;1
2017;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ORELLANA;5
2017;06 Junio;P;ENSEÑANZA.;ESMERALDAS;8
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;CHIMBORAZO;9
2017;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;13
2017;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;BOLIVAR;5
2017;12 Diciembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;3
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;1
2017;11 Noviembre;F;CONSTRUCCIÓN.;MANABI;34
2017;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;4
2017;03 Marzo;L;ACTIVIDADES INMOBILIARIAS.;NAPO;8
2017;05 Mayo;H;TRANSPORTE Y ALMACENAMIENTO.;PASTAZA;2
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;15
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;ZAMORA CHINCHIPE;6
2017;04 Abril;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";IMBABURA;1
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;PASTAZA;2
2017;07 Julio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTO DOMINGO DE LOS TSACHILAS;7
2017;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;4
2017;07 Julio;P;ENSEÑANZA.;CARCHI;6
2017;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;GALAPAGOS;2
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;12
2017;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;5
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;LOJA;6
2017;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;5
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;5
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;NAPO;18
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;7
2017;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CAÑAR;14
2017;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTO DOMINGO DE LOS TSACHILAS;6
2017;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;GALAPAGOS;2
2017;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;10
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOJA;68
2017;12 Diciembre;F;CONSTRUCCIÓN.;SUCUMBIOS;5
2017;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;BOLIVAR;15
2017;12 Diciembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;3
2017;10 Octubre;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;4
2017;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PASTAZA;3
2017;04 Abril;F;CONSTRUCCIÓN.;CARCHI;5
2017;04 Abril;P;ENSEÑANZA.;CAÑAR;3
2017;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ESMERALDAS;5
2017;09 Septiembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;IMBABURA;22
2017;06 Junio;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;2
2017;11 Noviembre;L;ACTIVIDADES INMOBILIARIAS.;ZAMORA CHINCHIPE;3
2017;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;NAPO;5
2017;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;11
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;7
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;14
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;4
2017;09 Septiembre;F;CONSTRUCCIÓN.;ORELLANA;5
2017;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;18
2017;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTO DOMINGO DE LOS TSACHILAS;10
2017;04 Abril;P;ENSEÑANZA.;NAPO;4
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;BOLIVAR;9
2017;10 Octubre;F;CONSTRUCCIÓN.;ORELLANA;7
2017;09 Septiembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;EL ORO;6
2017;04 Abril;F;CONSTRUCCIÓN.;GALAPAGOS;1
2017;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;NAPO;2
2017;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MORONA SANTIAGO;2
2017;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;ZAMORA CHINCHIPE;2
2017;11 Noviembre;F;CONSTRUCCIÓN.;SUCUMBIOS;8
2017;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;8
2017;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;9
2017;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;12
2017;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;8
2017;02 Febrero;F;CONSTRUCCIÓN.;COTOPAXI;6
2017;03 Marzo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;12
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;SUCUMBIOS;8
2017;01 Enero;F;CONSTRUCCIÓN.;SUCUMBIOS;10
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MORONA SANTIAGO;1
2017;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;ORELLANA;8
2017;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;9
2017;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;4
2017;10 Octubre;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;7
2017;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;4
2017;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;10
2017;02 Febrero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;IMBABURA;1
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;13
2017;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;CHIMBORAZO;1
2017;06 Junio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;COTOPAXI;1
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;5
2017;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;5
2017;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;7
2017;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;CARCHI;10
2017;02 Febrero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";MORONA SANTIAGO;1
2017;09 Septiembre;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;10
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;NAPO;13
2017;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SUCUMBIOS;7
2017;05 Mayo;F;CONSTRUCCIÓN.;COTOPAXI;13
2017;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;ZAMORA CHINCHIPE;3
2017;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;3
2017;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;AZUAY;9
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";IMBABURA;1
2017;11 Noviembre;P;ENSEÑANZA.;SUCUMBIOS;3
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;5
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ZAMORA CHINCHIPE;2
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;GALAPAGOS;1
2017;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTA ELENA;6
2017;06 Junio;F;CONSTRUCCIÓN.;COTOPAXI;16
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;NAPO;1
2017;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;2
2017;02 Febrero;P;ENSEÑANZA.;SUCUMBIOS;4
2017;11 Noviembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;ESMERALDAS;2709
2017;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;NAPO;2
2017;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MORONA SANTIAGO;3
2017;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOS RIOS;4
2017;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;GALAPAGOS;2
2017;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;NAPO;3
2017;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;NAPO;2
2017;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PASTAZA;3
2017;12 Diciembre;P;ENSEÑANZA.;PASTAZA;5
2017;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;5
2017;03 Marzo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;COTOPAXI;1
2017;06 Junio;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;GUAYAS;2
2017;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;6
2017;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;MANABI;1
2017;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;SUCUMBIOS;1
2017;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOS RIOS;4
2017;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;6
2017;12 Diciembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SUCUMBIOS;3
2017;10 Octubre;P;ENSEÑANZA.;SUCUMBIOS;2
2017;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;1
2017;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTA ELENA;5
2017;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";BOLIVAR;4
2017;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;COTOPAXI;2
2017;03 Marzo;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;PICHINCHA;4
2017;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ZAMORA CHINCHIPE;6
2017;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;1
2017;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;2
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PASTAZA;2
2017;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CHIMBORAZO;4
2017;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ORELLANA;1
2017;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MORONA SANTIAGO;2
2017;12 Diciembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;MORONA SANTIAGO;1
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;2
2017;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;GUAYAS;1
2017;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;1
2017;02 Febrero;F;CONSTRUCCIÓN.;CAÑAR;1
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;2
2017;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;IMBABURA;1
2017;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";TUNGURAHUA;1
2017;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;2
2017;04 Abril;P;ENSEÑANZA.;MORONA SANTIAGO;2
2017;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;4
2017;06 Junio;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";PICHINCHA;1
2017;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MORONA SANTIAGO;1
2017;12 Diciembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MORONA SANTIAGO;1
2017;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CAÑAR;1
2017;12 Diciembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;GUAYAS;29
2017;12 Diciembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTO DOMINGO DE LOS TSACHILAS;3
2017;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;GUAYAS;3
2017;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;BOLIVAR;1
2017;08 Agosto;J;INFORMACIÓN Y COMUNICACIÓN.;CAÑAR;2
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GALAPAGOS;1
2017;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOS RIOS;1
2017;04 Abril;F;CONSTRUCCIÓN.;SUCUMBIOS;6
2017;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ORELLANA;2
2017;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";NAPO;1
2017;10 Octubre;P;ENSEÑANZA.;GALAPAGOS;1
2017;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PASTAZA;2
2017;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";COTOPAXI;2
2017;06 Junio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;CHIMBORAZO;1
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;PASTAZA;1
2017;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;2
2017;11 Noviembre;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;SUCUMBIOS;1
2017;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ZAMORA CHINCHIPE;1
2017;02 Febrero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;18
2017;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MORONA SANTIAGO;1
2017;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;GALAPAGOS;1
2017;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;1
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;384
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;LOS RIOS;36
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;IMBABURA;182
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;SUCUMBIOS;42
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;CARCHI;75
2017;11 Noviembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;SUCUMBIOS;45
2017;11 Noviembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;GALAPAGOS;15
2017;12 Diciembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;EL ORO;3
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;PASTAZA;41
2017;11 Noviembre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;MORONA SANTIAGO;11
2017;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;NAPO;1
2017;06 Junio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MANABI;1
2017;10 Octubre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOJA;1
2017;03 Marzo;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;IMBABURA;1
2017;10 Octubre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;COTOPAXI;1
2017;02 Febrero;F;CONSTRUCCIÓN.;GALAPAGOS;1
2017;08 Agosto;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";GUAYAS;1
2017;12 Diciembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";GALAPAGOS;1
2017;02 Febrero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";SANTO DOMINGO DE LOS TSACHILAS;1
2017;04 Abril;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;3
2017;09 Septiembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";ESMERALDAS;1
2017;01 Enero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";COTOPAXI;3
2017;01 Enero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";SUCUMBIOS;1
2017;01 Enero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";ESMERALDAS;4
2017;10 Octubre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";LOJA;1
